user_id,name,email,phone,signup_date,platform,city,user_type
U01012,Ira Gupta,ira.gupta1012@zaikanow.in,+917587729771,2024-02-09,android,bengaluru,new
U01013,Diya Singh,diya.singh1013@zaikanow.in,+916635415559,2024-06-18,ios,delhi_ncr,casual
U01014,Pranav Pandey,pranav.pandey1014@zaikanow.in,+917737581980,2023-02-08,ios,delhi_ncr,casual
U01015,Manya Sethi,manya.sethi1015@zaikanow.in,+916018443885,2023-08-31,web,hyderabad,power
U01016,Lakshmi Tiwari,lakshmi.tiwari1016@zaikanow.in,+919848193865,2025-01-06,android,chennai,returning
U01017,Kavya Shetty,kavya.shetty1017@zaikanow.in,+917454638551,2024-11-17,android,hyderabad,returning
U01018,Divya Gupta,divya.gupta1018@zaikanow.in,+917323202998,2023-07-01,web,hyderabad,new
U01019,Vivaan Desai,vivaan.desai1019@zaikanow.in,+916236367679,2024-05-21,android,delhi_ncr,casual
U01020,Meera Yadav,meera.yadav1020@zaikanow.in,+916840592447,2024-03-07,android,delhi_ncr,power
U01021,Vivaan Rao,vivaan.rao1021@zaikanow.in,+918198110658,2023-05-16,android,delhi_ncr,returning
U01022,Nikhil Yadav,nikhil.yadav1022@zaikanow.in,+919901749941,2023-03-29,android,delhi_ncr,casual
U01023,Sakshi Bose,sakshi.bose1023@zaikanow.in,+917601297604,2024-08-22,android,mumbai,casual
U01024,Aarav Mishra,aarav.mishra1024@zaikanow.in,+916926403640,2023-05-17,android,mumbai,casual
U01025,Preeti Pandey,preeti.pandey1025@zaikanow.in,+919460338250,2023-09-12,android,hyderabad,casual
U01026,Preeti Trivedi,preeti.trivedi1026@zaikanow.in,+916616926023,2023-05-14,android,hyderabad,returning
U01027,Mira Pillai,mira.pillai1027@zaikanow.in,+918536946511,2023-04-13,web,delhi_ncr,power
U01028,Arvind Banerjee,arvind.banerjee1028@zaikanow.in,+916751159774,2024-10-05,android,bengaluru,power
U01029,Shruti Choudhary,shruti.choudhary1029@zaikanow.in,+919574631360,2023-10-16,android,hyderabad,new
U01030,Akash Mishra,akash.mishra1030@zaikanow.in,+918122145416,2024-04-17,ios,delhi_ncr,returning
U01031,Shruti Choudhary,shruti.choudhary1031@zaikanow.in,+918751163659,2024-04-11,android,bengaluru,new
U01032,Shreya Malhotra,shreya.malhotra1032@zaikanow.in,+918112636421,2023-10-06,android,bengaluru,casual
U01033,Ritesh Chopra,ritesh.chopra1033@zaikanow.in,+918572218650,2023-04-14,android,bengaluru,casual
U01034,Lakshmi Bose,lakshmi.bose1034@zaikanow.in,+918981759978,2025-01-09,android,delhi_ncr,power
U01035,Vikram Gupta,vikram.gupta1035@zaikanow.in,+916699423543,2024-02-08,android,mumbai,new
U01036,Nandini Reddy,nandini.reddy1036@zaikanow.in,+916701406202,2024-07-09,android,bengaluru,returning
U01037,Vihaan Kapoor,vihaan.kapoor1037@zaikanow.in,+917244922910,2023-03-17,android,mumbai,power
U01038,Kavya Dubey,kavya.dubey1038@zaikanow.in,+919284315878,2023-10-12,ios,delhi_ncr,new
U01039,Ishaan Mukherjee,ishaan.mukherjee1039@zaikanow.in,+917165907403,2024-04-12,android,hyderabad,power
U01040,Abhishek Bose,abhishek.bose1040@zaikanow.in,+916588193385,2023-01-21,android,bengaluru,returning
U01041,Anika Mishra,anika.mishra1041@zaikanow.in,+916439881358,2023-09-11,android,mumbai,casual
U01042,Mira Mehta,mira.mehta1042@zaikanow.in,+917792488531,2023-06-27,web,delhi_ncr,returning
U01043,Neha Nair,neha.nair1043@zaikanow.in,+917338197849,2024-06-24,ios,bengaluru,new
U01044,Divya Bose,divya.bose1044@zaikanow.in,+916739624109,2024-06-15,android,bengaluru,power
U01045,Manav Pillai,manav.pillai1045@zaikanow.in,+918955140035,2023-08-10,web,bengaluru,new
U01046,Saanvi Pillai,saanvi.pillai1046@zaikanow.in,+916333870589,2023-06-23,ios,bengaluru,new
U01047,Vivaan Malhotra,vivaan.malhotra1047@zaikanow.in,+918547672267,2025-03-08,ios,hyderabad,new
U01048,Vihaan Malhotra,vihaan.malhotra1048@zaikanow.in,+919240768756,2023-01-16,android,bengaluru,new
U01049,Ishaan Gupta,ishaan.gupta1049@zaikanow.in,+918880207864,2023-10-15,android,chennai,power
U01050,Varun Verma,varun.verma1050@zaikanow.in,+917512701547,2024-06-24,web,bengaluru,power
U01051,Ananya Jain,ananya.jain1051@zaikanow.in,+916425655666,2023-04-17,android,pune,casual
U01052,Vikram Das,vikram.das1052@zaikanow.in,+916737761377,2024-03-13,android,hyderabad,returning
U01053,Bhavna Tiwari,bhavna.tiwari1053@zaikanow.in,+919656291960,2025-02-22,android,bengaluru,power
U01054,Manav Malhotra,manav.malhotra1054@zaikanow.in,+916776738530,2023-06-16,android,mumbai,casual
U01055,Shreya Ghosh,shreya.ghosh1055@zaikanow.in,+916484667629,2024-09-25,android,chennai,casual
U01056,Arvind Menon,arvind.menon1056@zaikanow.in,+919026796228,2024-07-15,ios,bengaluru,new
U01057,Kavya Kamble,kavya.kamble1057@zaikanow.in,+917218101886,2024-08-20,ios,hyderabad,casual
U01058,Neha Mukherjee,neha.mukherjee1058@zaikanow.in,+918379050651,2023-12-17,android,hyderabad,returning
U01059,Siddharth Mishra,siddharth.mishra1059@zaikanow.in,+918916845891,2025-01-08,android,chennai,power
U01060,Pranav Joshi,pranav.joshi1060@zaikanow.in,+917881446290,2024-09-07,android,bengaluru,returning
U01061,Anika Rao,anika.rao1061@zaikanow.in,+919184426853,2023-06-08,android,bengaluru,returning
U01062,Manya Kulkarni,manya.kulkarni1062@zaikanow.in,+916527259496,2024-09-20,web,bengaluru,casual
U01063,Saanvi Trivedi,saanvi.trivedi1063@zaikanow.in,+919248296389,2024-02-29,android,hyderabad,returning
U01064,Deepak Desai,deepak.desai1064@zaikanow.in,+918196508611,2025-01-22,android,mumbai,power
U01065,Myra Mehta,myra.mehta1065@zaikanow.in,+916991372057,2025-02-11,ios,hyderabad,new
U01066,Aman Agarwal,aman.agarwal1066@zaikanow.in,+918912449281,2025-02-12,android,bengaluru,returning
U01067,Vivaan Joshi,vivaan.joshi1067@zaikanow.in,+919264911503,2023-05-30,android,mumbai,new
U01068,Arjun Dubey,arjun.dubey1068@zaikanow.in,+918105609249,2025-02-12,android,hyderabad,new
U01069,Sneha Bansal,sneha.bansal1069@zaikanow.in,+919281204295,2023-01-28,web,delhi_ncr,casual
U01070,Aditya Trivedi,aditya.trivedi1070@zaikanow.in,+917900764163,2024-08-07,ios,pune,casual
U01071,Neha Patel,neha.patel1071@zaikanow.in,+919799758532,2024-04-15,android,bengaluru,power
U01072,Manav Kulkarni,manav.kulkarni1072@zaikanow.in,+919281402873,2025-01-27,ios,delhi_ncr,returning
U01073,Reyansh Shetty,reyansh.shetty1073@zaikanow.in,+918044022431,2024-12-30,android,hyderabad,returning
U01074,Shruti Kulkarni,shruti.kulkarni1074@zaikanow.in,+918649735743,2024-08-09,android,delhi_ncr,casual
U01075,Abhishek Ghosh,abhishek.ghosh1075@zaikanow.in,+916550606479,2023-03-12,android,hyderabad,new
U01076,Shreya Bose,shreya.bose1076@zaikanow.in,+917634550216,2024-06-14,android,mumbai,new
U01077,Ishaan Trivedi,ishaan.trivedi1077@zaikanow.in,+917063493733,2024-01-15,android,mumbai,casual
U01078,Ira Pillai,ira.pillai1078@zaikanow.in,+916491650481,2024-04-18,web,delhi_ncr,new
U01079,Karthik Kulkarni,karthik.kulkarni1079@zaikanow.in,+918439753607,2024-10-18,android,bengaluru,casual
U01080,Sneha Bhatt,sneha.bhatt1080@zaikanow.in,+917622370616,2024-05-06,android,mumbai,returning
U01081,Aarti Banerjee,aarti.banerjee1081@zaikanow.in,+917442969253,2023-11-16,ios,mumbai,casual
U01082,Riya Jain,riya.jain1082@zaikanow.in,+917560508934,2024-04-10,android,pune,new
U01083,Harsh Yadav,harsh.yadav1083@zaikanow.in,+917234182744,2023-11-29,web,delhi_ncr,returning
U01084,Kiara Reddy,kiara.reddy1084@zaikanow.in,+919082527402,2023-05-23,android,mumbai,returning
U01085,Madhav Das,madhav.das1085@zaikanow.in,+917834405845,2025-01-08,android,bengaluru,new
U01086,Mira Ghosh,mira.ghosh1086@zaikanow.in,+917859336382,2024-04-10,android,pune,casual
U01087,Sakshi Tiwari,sakshi.tiwari1087@zaikanow.in,+917946602034,2025-03-11,android,mumbai,new
U01088,Sakshi Kamble,sakshi.kamble1088@zaikanow.in,+918477523098,2023-10-17,ios,bengaluru,returning
U01089,Riya Singh,riya.singh1089@zaikanow.in,+918739872850,2024-02-21,web,hyderabad,power
U01090,Ishita Thakur,ishita.thakur1090@zaikanow.in,+918243130794,2023-04-04,web,pune,power
U01091,Aadhya Bose,aadhya.bose1091@zaikanow.in,+919625476370,2024-04-11,android,delhi_ncr,returning
U01092,Harsh Bhatt,harsh.bhatt1092@zaikanow.in,+919633400543,2023-11-13,web,mumbai,new
U01093,Siddharth Kapoor,siddharth.kapoor1093@zaikanow.in,+917743180954,2024-01-02,android,pune,new
U01094,Ira Gupta,ira.gupta1094@zaikanow.in,+917993550742,2024-04-27,ios,bengaluru,returning
U01095,Riya Kamble,riya.kamble1095@zaikanow.in,+916684439498,2023-11-10,android,chennai,power
U01096,Myra Agarwal,myra.agarwal1096@zaikanow.in,+918767220874,2023-10-01,android,bengaluru,new
U01097,Madhav Patel,madhav.patel1097@zaikanow.in,+917348210721,2023-05-11,android,chennai,new
U01098,Meera Pillai,meera.pillai1098@zaikanow.in,+918884809577,2024-07-18,web,pune,casual
U01099,Sakshi Rao,sakshi.rao1099@zaikanow.in,+916480745842,2024-01-02,web,mumbai,returning
U01100,Aarti Jain,aarti.jain1100@zaikanow.in,+918132241237,2024-01-27,android,chennai,returning
U01101,Surya Rao,surya.rao1101@zaikanow.in,+919574848002,2024-05-26,ios,bengaluru,returning
U01102,Nandini Banerjee,nandini.banerjee1102@zaikanow.in,+916619668903,2023-12-05,android,pune,power
U01103,Ishaan Joshi,ishaan.joshi1103@zaikanow.in,+918106074066,2023-03-28,android,bengaluru,casual
U01104,Ishita Bose,ishita.bose1104@zaikanow.in,+918932339303,2025-01-07,ios,hyderabad,casual
U01105,Ira Kapoor,ira.kapoor1105@zaikanow.in,+919527737401,2024-07-25,web,pune,casual
U01106,Nitya Verma,nitya.verma1106@zaikanow.in,+918966458557,2023-03-26,web,hyderabad,new
U01107,Ritesh Chopra,ritesh.chopra1107@zaikanow.in,+919879030194,2024-07-17,android,mumbai,returning
U01108,Ayesha Gupta,ayesha.gupta1108@zaikanow.in,+919907514416,2023-01-13,android,delhi_ncr,casual
U01109,Nikhil Bansal,nikhil.bansal1109@zaikanow.in,+916903603094,2024-04-07,web,mumbai,returning
U01110,Anjali Kulkarni,anjali.kulkarni1110@zaikanow.in,+919390092441,2024-09-23,android,chennai,power
U01111,Aditya Kapoor,aditya.kapoor1111@zaikanow.in,+919165141634,2025-01-01,web,pune,power
U01112,Siddharth Saxena,siddharth.saxena1112@zaikanow.in,+918999958155,2023-09-07,web,hyderabad,returning
U01113,Kiara Jain,kiara.jain1113@zaikanow.in,+917946744390,2024-05-22,android,bengaluru,returning
U01114,Divya Verma,divya.verma1114@zaikanow.in,+919397402104,2024-11-19,android,hyderabad,new
U01115,Ritika Agarwal,ritika.agarwal1115@zaikanow.in,+916476003514,2023-05-08,android,bengaluru,casual
U01116,Ananya Chopra,ananya.chopra1116@zaikanow.in,+919637667342,2023-07-22,web,delhi_ncr,returning
U01117,Meera Bhatt,meera.bhatt1117@zaikanow.in,+917119611566,2023-07-27,android,pune,casual
U01118,Diya Das,diya.das1118@zaikanow.in,+917578828127,2024-10-05,android,pune,new
U01119,Diya Desai,diya.desai1119@zaikanow.in,+916089054577,2023-12-15,web,pune,power
U01120,Vivaan Kamble,vivaan.kamble1120@zaikanow.in,+916851546865,2024-12-19,android,hyderabad,power
U01121,Kiara Kulkarni,kiara.kulkarni1121@zaikanow.in,+916382515219,2023-08-20,android,bengaluru,returning
U01122,Pranav Kulkarni,pranav.kulkarni1122@zaikanow.in,+919321552967,2024-11-06,ios,chennai,returning
U01123,Ritesh Choudhary,ritesh.choudhary1123@zaikanow.in,+916818380955,2023-11-12,android,pune,new
U01124,Anjali Kapoor,anjali.kapoor1124@zaikanow.in,+918577335953,2023-11-17,android,mumbai,new
U01125,Mira Mishra,mira.mishra1125@zaikanow.in,+916123579604,2023-08-15,android,hyderabad,new
U01126,Kavya Bansal,kavya.bansal1126@zaikanow.in,+916368244826,2024-12-12,android,bengaluru,new
U01127,Aarav Malhotra,aarav.malhotra1127@zaikanow.in,+919063754568,2023-11-26,android,bengaluru,returning
U01128,Akash Trivedi,akash.trivedi1128@zaikanow.in,+916223821957,2023-04-02,android,hyderabad,new
U01129,Karthik Chopra,karthik.chopra1129@zaikanow.in,+916023025260,2023-03-12,android,delhi_ncr,returning
U01130,Kiara Jain,kiara.jain1130@zaikanow.in,+916567958961,2024-07-30,android,delhi_ncr,casual
U01131,Bhavna Kamble,bhavna.kamble1131@zaikanow.in,+919995723790,2025-02-04,ios,bengaluru,new
U01132,Karthik Choudhary,karthik.choudhary1132@zaikanow.in,+917118435301,2023-08-09,android,bengaluru,casual
U01133,Reyansh Menon,reyansh.menon1133@zaikanow.in,+919211876904,2024-03-12,ios,bengaluru,power
U01134,Pranav Trivedi,pranav.trivedi1134@zaikanow.in,+918220380779,2024-02-14,web,mumbai,returning
U01135,Rahul Trivedi,rahul.trivedi1135@zaikanow.in,+918386604692,2023-08-23,android,pune,power
U01136,Madhav Pandey,madhav.pandey1136@zaikanow.in,+918019697772,2023-02-25,ios,bengaluru,new
U01137,Kiara Kulkarni,kiara.kulkarni1137@zaikanow.in,+916175199056,2025-02-07,android,hyderabad,power
U01138,Yash Ghosh,yash.ghosh1138@zaikanow.in,+919632848054,2023-06-24,android,chennai,casual
U01139,Preeti Mehta,preeti.mehta1139@zaikanow.in,+919586098675,2023-10-08,ios,bengaluru,power
U01140,Ananya Jain,ananya.jain1140@zaikanow.in,+918506316951,2023-11-26,android,pune,returning
U01141,Aarav Dubey,aarav.dubey1141@zaikanow.in,+919299623349,2024-01-18,android,hyderabad,power
U01142,Riya Iyer,riya.iyer1142@zaikanow.in,+917692946428,2023-07-09,ios,pune,returning
U01143,Pranav Das,pranav.das1143@zaikanow.in,+916348163949,2023-02-14,ios,chennai,casual
U01144,Neha Malhotra,neha.malhotra1144@zaikanow.in,+917414877840,2023-01-10,web,delhi_ncr,returning
U01145,Aditya Thakur,aditya.thakur1145@zaikanow.in,+916907813747,2023-07-20,android,chennai,returning
U01146,Anjali Reddy,anjali.reddy1146@zaikanow.in,+918350018062,2023-04-20,android,pune,returning
U01147,Meera Banerjee,meera.banerjee1147@zaikanow.in,+916383060868,2024-09-11,android,bengaluru,new
U01148,Vivaan Singh,vivaan.singh1148@zaikanow.in,+916517981598,2023-08-28,android,bengaluru,casual
U01149,Nitya Sethi,nitya.sethi1149@zaikanow.in,+917542083341,2023-07-23,android,pune,power
U01150,Sakshi Iyer,sakshi.iyer1150@zaikanow.in,+918046292876,2024-08-25,android,pune,casual
U01151,Myra Shetty,myra.shetty1151@zaikanow.in,+918636542070,2024-07-26,ios,delhi_ncr,casual
U01152,Diya Trivedi,diya.trivedi1152@zaikanow.in,+918905287810,2024-12-21,ios,delhi_ncr,casual
U01153,Saanvi Mehta,saanvi.mehta1153@zaikanow.in,+917248559979,2023-05-11,android,chennai,returning
U01154,Neha Trivedi,neha.trivedi1154@zaikanow.in,+918939105959,2023-07-18,web,bengaluru,casual
U01155,Bhavna Pillai,bhavna.pillai1155@zaikanow.in,+918366502646,2023-03-16,android,pune,casual
U01156,Arjun Patel,arjun.patel1156@zaikanow.in,+918838351695,2024-12-22,android,delhi_ncr,casual
U01157,Preeti Shetty,preeti.shetty1157@zaikanow.in,+916069873508,2025-02-21,android,pune,returning
U01158,Reyansh Choudhary,reyansh.choudhary1158@zaikanow.in,+917787786836,2023-05-10,android,bengaluru,casual
U01159,Surya Pillai,surya.pillai1159@zaikanow.in,+918679245233,2024-11-29,android,mumbai,returning
U01160,Ayesha Bansal,ayesha.bansal1160@zaikanow.in,+916794944308,2023-11-24,web,mumbai,returning
U01161,Sai Mukherjee,sai.mukherjee1161@zaikanow.in,+916025112991,2023-01-28,android,mumbai,casual
U01162,Nikhil Gupta,nikhil.gupta1162@zaikanow.in,+919731383917,2024-09-21,android,bengaluru,casual
U01163,Sakshi Mukherjee,sakshi.mukherjee1163@zaikanow.in,+918966371967,2024-07-14,android,hyderabad,returning
U01164,Abhishek Desai,abhishek.desai1164@zaikanow.in,+916480660531,2023-10-24,ios,pune,new
U01165,Vikram Verma,vikram.verma1165@zaikanow.in,+918785815533,2025-01-17,android,hyderabad,new
U01166,Rohan Chopra,rohan.chopra1166@zaikanow.in,+916369768979,2023-10-24,android,mumbai,returning
U01167,Nitya Choudhary,nitya.choudhary1167@zaikanow.in,+919173041002,2023-08-25,android,bengaluru,new
U01168,Divya Pandey,divya.pandey1168@zaikanow.in,+916864741933,2024-01-12,android,chennai,power
U01169,Kavya Shetty,kavya.shetty1169@zaikanow.in,+918707589823,2023-06-09,android,pune,casual
U01170,Madhav Trivedi,madhav.trivedi1170@zaikanow.in,+916158987731,2024-03-27,web,chennai,returning
U01171,Riya Desai,riya.desai1171@zaikanow.in,+916996027749,2025-01-27,android,delhi_ncr,returning
U01172,Manav Reddy,manav.reddy1172@zaikanow.in,+917150402112,2023-04-09,android,delhi_ncr,casual
U01173,Bhavna Bhatt,bhavna.bhatt1173@zaikanow.in,+917925542889,2024-06-22,ios,pune,returning
U01174,Divya Trivedi,divya.trivedi1174@zaikanow.in,+917881671087,2024-06-18,android,bengaluru,new
U01175,Saanvi Jain,saanvi.jain1175@zaikanow.in,+916563321747,2024-12-28,web,bengaluru,casual
U01176,Surya Mishra,surya.mishra1176@zaikanow.in,+919418676546,2024-07-13,android,hyderabad,casual
U01177,Pooja Kulkarni,pooja.kulkarni1177@zaikanow.in,+916554465497,2025-01-20,android,delhi_ncr,returning
U01178,Diya Yadav,diya.yadav1178@zaikanow.in,+917304174972,2025-02-05,android,bengaluru,returning
U01179,Ira Singh,ira.singh1179@zaikanow.in,+917533491749,2024-02-10,web,delhi_ncr,casual
U01180,Abhishek Kulkarni,abhishek.kulkarni1180@zaikanow.in,+917450559731,2023-04-09,web,bengaluru,casual
U01181,Harsh Gupta,harsh.gupta1181@zaikanow.in,+917461681371,2024-02-05,ios,delhi_ncr,new
U01182,Deepak Ghosh,deepak.ghosh1182@zaikanow.in,+919665360069,2023-08-23,android,hyderabad,returning
U01183,Divya Jain,divya.jain1183@zaikanow.in,+919431622550,2024-11-11,ios,delhi_ncr,new
U01184,Neha Gupta,neha.gupta1184@zaikanow.in,+919537378995,2023-06-08,android,chennai,returning
U01185,Shruti Patel,shruti.patel1185@zaikanow.in,+919912654107,2023-11-16,ios,delhi_ncr,new
U01186,Pranav Kulkarni,pranav.kulkarni1186@zaikanow.in,+919146286414,2025-02-13,android,hyderabad,returning
U01187,Anjali Iyer,anjali.iyer1187@zaikanow.in,+919644688162,2023-07-11,android,bengaluru,returning
U01188,Aadhya Pandey,aadhya.pandey1188@zaikanow.in,+917465958548,2025-01-05,android,chennai,new
U01189,Kavya Jain,kavya.jain1189@zaikanow.in,+917548951618,2024-10-06,android,bengaluru,returning
U01190,Aman Chopra,aman.chopra1190@zaikanow.in,+916592681126,2023-12-21,android,bengaluru,casual
U01191,Ayesha Trivedi,ayesha.trivedi1191@zaikanow.in,+919412812550,2025-03-12,android,mumbai,casual
U01192,Abhishek Bose,abhishek.bose1192@zaikanow.in,+916298848935,2025-03-14,android,chennai,returning
U01193,Sai Saxena,sai.saxena1193@zaikanow.in,+917689065733,2023-04-06,web,mumbai,new
U01194,Arvind Patel,arvind.patel1194@zaikanow.in,+918712733822,2023-03-31,android,hyderabad,power
U01195,Manav Dubey,manav.dubey1195@zaikanow.in,+919099038128,2024-04-17,android,chennai,power
U01196,Lakshmi Menon,lakshmi.menon1196@zaikanow.in,+919007744409,2023-08-17,ios,chennai,new
U01197,Nikhil Pandey,nikhil.pandey1197@zaikanow.in,+918995614982,2024-11-17,web,hyderabad,returning
U01198,Varun Desai,varun.desai1198@zaikanow.in,+917675009496,2024-06-03,web,hyderabad,new
U01199,Preeti Agarwal,preeti.agarwal1199@zaikanow.in,+918369902176,2025-03-05,android,delhi_ncr,new
U01200,Nitya Dubey,nitya.dubey1200@zaikanow.in,+917036546460,2024-02-06,android,mumbai,new
U01201,Shreya Pillai,shreya.pillai1201@zaikanow.in,+919614573360,2023-04-04,web,hyderabad,new
U01202,Pranav Bansal,pranav.bansal1202@zaikanow.in,+917927310260,2023-07-13,android,delhi_ncr,new
U01203,Nitya Shetty,nitya.shetty1203@zaikanow.in,+917504686545,2023-12-30,android,hyderabad,power
U01204,Nitya Mishra,nitya.mishra1204@zaikanow.in,+919068114086,2023-08-06,web,hyderabad,returning
U01205,Akash Dubey,akash.dubey1205@zaikanow.in,+919534082582,2023-10-27,ios,hyderabad,casual
U01206,Priya Bose,priya.bose1206@zaikanow.in,+916351960400,2024-10-02,ios,delhi_ncr,casual
U01207,Sai Reddy,sai.reddy1207@zaikanow.in,+917586106586,2023-05-02,ios,mumbai,new
U01208,Abhishek Dubey,abhishek.dubey1208@zaikanow.in,+918509565608,2024-02-14,android,mumbai,returning
U01209,Riya Trivedi,riya.trivedi1209@zaikanow.in,+919538244882,2024-10-09,android,chennai,power
U01210,Ananya Mehta,ananya.mehta1210@zaikanow.in,+919707723550,2025-03-08,android,delhi_ncr,casual
U01211,Anika Gupta,anika.gupta1211@zaikanow.in,+918401001356,2023-09-01,android,hyderabad,new
U01212,Pranav Gupta,pranav.gupta1212@zaikanow.in,+916173010491,2024-03-25,android,delhi_ncr,new
U01213,Anika Mehta,anika.mehta1213@zaikanow.in,+918087034313,2024-04-01,android,bengaluru,casual
U01214,Vivaan Mehta,vivaan.mehta1214@zaikanow.in,+919818471645,2024-04-19,android,bengaluru,new
U01215,Kavya Singh,kavya.singh1215@zaikanow.in,+916290187466,2024-06-25,android,bengaluru,new
U01216,Anjali Patel,anjali.patel1216@zaikanow.in,+919355869907,2024-06-08,android,mumbai,returning
U01217,Akash Malhotra,akash.malhotra1217@zaikanow.in,+918167944263,2023-08-04,web,pune,new
U01218,Aman Choudhary,aman.choudhary1218@zaikanow.in,+916383604911,2024-05-20,android,hyderabad,new
U01219,Ayesha Thakur,ayesha.thakur1219@zaikanow.in,+917455984805,2024-09-06,android,hyderabad,new
U01220,Ishita Patel,ishita.patel1220@zaikanow.in,+919719242291,2023-05-18,web,chennai,returning
U01221,Ananya Verma,ananya.verma1221@zaikanow.in,+918765590372,2023-07-12,android,delhi_ncr,returning
U01222,Shruti Rao,shruti.rao1222@zaikanow.in,+918449180965,2023-03-24,android,bengaluru,returning
U01223,Anika Yadav,anika.yadav1223@zaikanow.in,+916081490931,2023-10-07,android,hyderabad,new
U01224,Myra Singh,myra.singh1224@zaikanow.in,+916363560146,2024-11-21,android,mumbai,power
U01225,Ayesha Tiwari,ayesha.tiwari1225@zaikanow.in,+917460102292,2023-02-06,android,delhi_ncr,new
U01226,Harsh Joshi,harsh.joshi1226@zaikanow.in,+916390949767,2024-02-04,web,mumbai,casual
U01227,Reyansh Iyer,reyansh.iyer1227@zaikanow.in,+916662401514,2023-05-20,android,delhi_ncr,new
U01228,Nitya Bhatt,nitya.bhatt1228@zaikanow.in,+916116699374,2023-10-09,ios,hyderabad,power
U01229,Manav Reddy,manav.reddy1229@zaikanow.in,+917107819345,2024-05-18,ios,mumbai,new
U01230,Akash Gupta,akash.gupta1230@zaikanow.in,+918117330575,2024-01-03,android,bengaluru,returning
U01231,Sneha Jain,sneha.jain1231@zaikanow.in,+918375636986,2024-12-23,ios,mumbai,new
U01232,Siddharth Nair,siddharth.nair1232@zaikanow.in,+917156032258,2023-01-29,android,delhi_ncr,new
U01233,Shruti Das,shruti.das1233@zaikanow.in,+917308302190,2023-07-15,android,hyderabad,returning
U01234,Aarti Bhatt,aarti.bhatt1234@zaikanow.in,+917603333719,2023-08-10,web,mumbai,casual
U01235,Ishita Kulkarni,ishita.kulkarni1235@zaikanow.in,+916179495626,2024-12-02,android,pune,casual
U01236,Aarav Choudhary,aarav.choudhary1236@zaikanow.in,+916002331874,2023-09-18,android,chennai,returning
U01237,Vihaan Malhotra,vihaan.malhotra1237@zaikanow.in,+919618246531,2024-06-29,android,mumbai,returning
U01238,Aman Singh,aman.singh1238@zaikanow.in,+917291231895,2023-04-19,android,delhi_ncr,new
U01239,Sai Desai,sai.desai1239@zaikanow.in,+919772180841,2024-03-10,web,hyderabad,returning
U01240,Harsh Singh,harsh.singh1240@zaikanow.in,+918728033887,2024-06-16,web,delhi_ncr,casual
U01241,Kiara Pandey,kiara.pandey1241@zaikanow.in,+917974823127,2023-11-24,android,mumbai,casual
U01242,Meera Saxena,meera.saxena1242@zaikanow.in,+918614719178,2023-01-04,android,bengaluru,returning
U01243,Pooja Sharma,pooja.sharma1243@zaikanow.in,+919274763284,2025-01-29,android,chennai,casual
U01244,Nikhil Tiwari,nikhil.tiwari1244@zaikanow.in,+919833568382,2023-02-18,web,bengaluru,returning
U01245,Shreya Pandey,shreya.pandey1245@zaikanow.in,+917661083050,2024-07-10,android,hyderabad,returning
U01246,Diya Sharma,diya.sharma1246@zaikanow.in,+916951424441,2023-01-15,android,bengaluru,new
U01247,Lakshmi Verma,lakshmi.verma1247@zaikanow.in,+916386403261,2023-10-25,android,hyderabad,returning
U01248,Vikram Thakur,vikram.thakur1248@zaikanow.in,+917559069619,2025-02-06,web,delhi_ncr,new
U01249,Aditya Kapoor,aditya.kapoor1249@zaikanow.in,+916842186354,2023-01-12,android,delhi_ncr,returning
U01250,Vikram Desai,vikram.desai1250@zaikanow.in,+918369899340,2023-09-22,android,bengaluru,casual
U01251,Aadhya Shetty,aadhya.shetty1251@zaikanow.in,+919203931525,2023-07-19,android,hyderabad,new
U01252,Arjun Agarwal,arjun.agarwal1252@zaikanow.in,+916823996116,2024-03-02,android,mumbai,new
U01253,Madhav Verma,madhav.verma1253@zaikanow.in,+918923499861,2024-01-28,android,chennai,casual
U01254,Shruti Choudhary,shruti.choudhary1254@zaikanow.in,+919667299965,2023-03-22,android,bengaluru,returning
U01255,Rahul Trivedi,rahul.trivedi1255@zaikanow.in,+918003974746,2025-03-16,android,pune,new
U01256,Riya Bose,riya.bose1256@zaikanow.in,+917193713279,2023-03-14,ios,delhi_ncr,returning
U01257,Ritesh Bhatt,ritesh.bhatt1257@zaikanow.in,+916351366546,2024-06-03,android,delhi_ncr,casual
U01258,Surya Shetty,surya.shetty1258@zaikanow.in,+916319718936,2024-10-20,web,pune,new
U01259,Ritesh Chopra,ritesh.chopra1259@zaikanow.in,+916119712572,2023-05-31,android,bengaluru,new
U01260,Pooja Trivedi,pooja.trivedi1260@zaikanow.in,+919609952596,2024-06-03,android,pune,returning
U01261,Kiara Chopra,kiara.chopra1261@zaikanow.in,+919528890285,2023-03-26,android,bengaluru,casual
U01262,Karthik Dubey,karthik.dubey1262@zaikanow.in,+919281778398,2024-11-12,web,pune,returning
U01263,Ishaan Pandey,ishaan.pandey1263@zaikanow.in,+917620899759,2023-02-21,ios,delhi_ncr,new
U01264,Rahul Nair,rahul.nair1264@zaikanow.in,+917294808407,2023-03-27,ios,pune,returning
U01265,Tanvi Trivedi,tanvi.trivedi1265@zaikanow.in,+919650418618,2024-04-03,android,bengaluru,returning
U01266,Akash Desai,akash.desai1266@zaikanow.in,+917947386482,2023-01-17,android,bengaluru,new
U01267,Akash Choudhary,akash.choudhary1267@zaikanow.in,+918795686213,2024-06-11,web,pune,returning
